texto_tweet,texto_procesado,Mencion_Gobierno,Sentimiento
@TamaraCasado_V @CajaLosAndes Pero cómo? Qué tiene que ver que seas mujer?. Me parece muy arbitrario que te discriminen por ser mujer. Ojo ahí 👀👀,  pero cómo? qué tiene que ver que seas mujer?. me parece muy arbitrario que te discriminen por ser mujer. ojo ahí 👀👀,No,Negativo
"📍📝#Osorno Con una amplia convocatoria Seremi del Trabajo y Previsión Social @AngelFcoCabrer realiza exposición a dirigentes y dirigentas sindicales del sector publico y privado, sobre ""Trabajo Decente, Agenda Legislativa y Programa de Gobierno"" en @CajaLosAndes https://t.co/AO8XQqMPJS","📍📝#osorno con una amplia convocatoria seremi del trabajo y previsión social  realiza exposición a dirigentes y dirigentas sindicales del sector publico y privado, sobre ""trabajo decente, agenda legislativa y programa de gobierno"" en  ",No,Positivo
"En #PuertoMontt 📍, Seremi del Trabajo y Previsión Social, @AngelFcoCabrer, expone sobre proyecto #40horas a dirigentes y diregentas sindicales de diferentes organizaciones de la región de #LosLagos, en actividad que se lleva a cabo en los espacios de @CajaLosAndes. 🙌🇨🇱 https://t.co/Jp2KWXJvUy","en #puertomontt 📍, seremi del trabajo y previsión social,  expone sobre proyecto #40horas a dirigentes y diregentas sindicales de diferentes organizaciones de la región de #loslagos, en actividad que se lleva a cabo en los espacios de  🙌🇨🇱 ",No,Positivo
@CajaLosAndes Listo le mande todos los datos por DM espero atento, listo le mande todos los datos por dm espero atento,No,Muy positivo
"@CajaLosAndes @SERNAC @SUSESOChile Llevo más de 1 mes esperando respuesta de ustedes, tengo 3 licencias en espera por que aún no revisan la documentación que me pidieron, son unos incompetentes.","   llevo más de 1 mes esperando respuesta de ustedes, tengo 3 licencias en espera por que aún no revisan la documentación que me pidieron, son unos incompetentes.",No,Muy negativo
@CajaLosAndes @DespegarCl @CajaLosAndes necesito su ayuda urgente les hable por mensaje!!!,   necesito su ayuda urgente les hable por mensaje!!!,No,Positivo
"@CajaLosAndes En este momento estoy con mi carga en red salud La Florida Santiago, sin embargo no me hizo el descuento correspondiente que entiendo tienen convenio. Cancelé consulta total que se hace en este caso???"," en este momento estoy con mi carga en red salud la florida santiago, sin embargo no me hizo el descuento correspondiente que entiendo tienen convenio. cancelé consulta total que se hace en este caso???",No,Muy negativo
@CajaLosAndes no paga mi licencia prenatal a tiempo la pacta en cuotas a su antojo necesito paguen mi licencia., no paga mi licencia prenatal a tiempo la pacta en cuotas a su antojo necesito paguen mi licencia.,No,Muy negativo
@CajaLosAndes  Esperando la tranferencia desde e jueves que que salio a pago mi licencia  medica  compin dice pagada y el lme dice lo mismo ... que pasa?,  esperando la tranferencia desde e jueves que que salio a pago mi licencia  medica  compin dice pagada y el lme dice lo mismo ... que pasa?,No,Muy negativo
@CajaLosAndes Listo todo enviado, listo todo enviado,No,Muy positivo
"@CajaLosAndes He simulado dos veces la solicitud de un crédito, y he pedido que se comuniquen conmigo pero aun ni envían un correo ni llaman respecto a la solicitud."," he simulado dos veces la solicitud de un crédito, y he pedido que se comuniquen conmigo pero aun ni envían un correo ni llaman respecto a la solicitud.",No,Muy negativo
"Porque la @cajalosandes no devuelve el 1% después que te desafilias? Deberían hacerlo todas, más cuando no has ocupado ningún beneficio de ellos que no hayas cancelado.","porque la  no devuelve el 1% después que te desafilias? deberían hacerlo todas, más cuando no has ocupado ningún beneficio de ellos que no hayas cancelado.",No,Muy negativo
"RT @ClubDIquique: 🔜⚽ Regresa el camino a la gloria...

Vuelve la pasión...💪😍

🔝 El #FemeninoCajaLosAndes está a la vuelta de la esquina.

➖…",  🔜⚽ regresa el camino a la gloria...  vuelve la pasión...💪😍  🔝 el #femeninocajalosandes está a la vuelta de la esquina.  ➖…,No,Muy positivo
Cuánto tiempo se demora @CajaLosAndes en responder una consulta por DM?,cuánto tiempo se demora  en responder una consulta por dm?,No,Negativo
@CajaLosAndes  ayuda urgente....!!!! https://t.co/161aX37E1l,  ayuda urgente....!!!! ,No,Muy positivo
RT @SandraM22314838: @CajaLosAndes  ayuda urgente....!!!! https://t.co/161aX37E1l,    ayuda urgente....!!!! ,No,Muy positivo
RT @SandraM22314838: @CajaLosAndes hay algún problema con la sucursal virtual ya que no entrega información de las licencias médicas????,   hay algún problema con la sucursal virtual ya que no entrega información de las licencias médicas????,No,Muy negativo
@CajaLosAndes hay algún problema con la sucursal virtual ya que no entrega información de las licencias médicas????, hay algún problema con la sucursal virtual ya que no entrega información de las licencias médicas????,No,Muy negativo
RT @RockoDingo: Un chiste el tiempo de trámites #compin y ahora portal de mi perfil @CajaLosAndes extrañamente cuando LME está aprobada no…,  un chiste el tiempo de trámites #compin y ahora portal de mi perfil  extrañamente cuando lme está aprobada no…,No,Muy negativo
"RT @Mabelinda: Les pido apoyo al proyecto de mi esposo 🙌🙏. Se que es una lata registrarse pero necesitamos llegar primero y vamos terceros,…","  les pido apoyo al proyecto de mi esposo 🙌🙏. se que es una lata registrarse pero necesitamos llegar primero y vamos terceros,…",No,Neutral
"@CajaLosAndes sigo esperando una respuesta señores, y los dueños de esta institución #camarachilenadelaconstruccion, que dicen a tan mala atención a los usuarios. https://t.co/miqfKjN0yD"," sigo esperando una respuesta señores, y los dueños de esta institución #camarachilenadelaconstruccion, que dicen a tan mala atención a los usuarios. ",No,Muy negativo
@CajaLosAndes llevo una semana tratando de resolver un problema con mi licencia y cada vez que me comunico me dejan esperando y aun no me responden., llevo una semana tratando de resolver un problema con mi licencia y cada vez que me comunico me dejan esperando y aun no me responden.,No,Muy negativo
@CajaLosAndes ya basta de sus llamadas insistentes!!!! Cómo podemos hacer para que mis suegros no reciban más llamadas!!! Llaman todos los días y ellos ya están cansados de decir que NO!, ya basta de sus llamadas insistentes!!!! cómo podemos hacer para que mis suegros no reciban más llamadas!!! llaman todos los días y ellos ya están cansados de decir que no!,No,Muy negativo
@CajaLosAndes Cómo podemos hacer para que terminen con sus llamadas insistentes!!!! @CajaLosAndes el callcenter aburre de llamadas molestosas todo el día, cómo podemos hacer para que terminen con sus llamadas insistentes!!!!  el callcenter aburre de llamadas molestosas todo el día,No,Muy negativo
@CajaLosAndes Cómo podemos hacer para que terminen con sus llamadas insistentes!!!! @CajaLosAndes el callcenter aburre de llamadas molestosas todo el día, cómo podemos hacer para que terminen con sus llamadas insistentes!!!!  el callcenter aburre de llamadas molestosas todo el día,No,Muy negativo
"RT @colaperonoweona: @CajaLosAndes TIENEN LA PEOR ASISTENCIA EN CALL CENTER HE LLAMADOS 3 veces hoy y cortan , además la última persona Son…","   tienen la peor asistencia en call center he llamados 3 veces hoy y cortan , además la última persona son…",No,Muy negativo
"@CajaLosAndes NO Y NO , LES LLEGARA Y LOS OBLIGARAN A DARME UNA INFORMACION DECENTE , MEJOR AVERIGUEN QUIEN ME ATENDIO PIDIENDO INFOR DEL MI SEGU DE VIDA , EN ALONSO OVALLE MES DE SEPT -22 Y QUE ME MANDARIA UN CORREO JA NUNCA LO MANDO , ESTAMOS EN LEY DE TRASPARENCIA 20285, POR SI SE OLVIDARON"," no y no , les llegara y los obligaran a darme una informacion decente , mejor averiguen quien me atendio pidiendo infor del mi segu de vida , en alonso ovalle mes de sept -22 y que me mandaria un correo ja nunca lo mando , estamos en ley de trasparencia 20285, por si se olvidaron",No,Muy negativo
"@CajaLosAndes Hola hace un tiempo envié los dato para la acreditación de carga de mi hija, esto lleva ya mas de un mes. Al revisar figura como inactiva. Exigo una respuesta a la brevedad."," hola hace un tiempo envié los dato para la acreditación de carga de mi hija, esto lleva ya mas de un mes. al revisar figura como inactiva. exigo una respuesta a la brevedad.",No,Muy negativo
"@CajaLosAndes como es posible que más o menos 19 módulos solo atiendan 5 en Maipu??? Llevo esperando más de 2 horas q me atiendan y no pasa nada, debo volver a trabajar y me descontaran más de 1 hora por vuestra inoperancia. #LaBurocracia pero para andar cobrando son los mejores"," como es posible que más o menos 19 módulos solo atiendan 5 en maipu??? llevo esperando más de 2 horas q me atiendan y no pasa nada, debo volver a trabajar y me descontaran más de 1 hora por vuestra inoperancia. #laburocracia pero para andar cobrando son los mejores",No,Muy negativo
@CajaLosAndes he enviado tres solicitudes de crédito por la app y nunca llega a mi correo nada la aplicación funciona??, he enviado tres solicitudes de crédito por la app y nunca llega a mi correo nada la aplicación funciona??,No,Muy negativo
"@CajaLosAndes Llevo más de 1 mes esperando respuesta de una ejecutiva, me he acercado a sucursales y no me pueden atender porque ella no cierra el caso 😡"," llevo más de 1 mes esperando respuesta de una ejecutiva, me he acercado a sucursales y no me pueden atender porque ella no cierra el caso 😡",No,Muy negativo
"RT @valdivia_viktor: @Cristin28969576 Envíe una carta a
@CajaLosAndes con copia a
@Contraloriacl       
Y a los medios de comunicación",   envíe una carta a  con copia a         y a los medios de comunicación,No,Muy positivo
@CajaLosAndes por qué tiene. Mi número!!! Si yo no los he autorizado que me llamen ofreciendo productos que no he pedido. Favor eliminar de sus bases, por qué tiene. mi número!!! si yo no los he autorizado que me llamen ofreciendo productos que no he pedido. favor eliminar de sus bases,No,Muy negativo
@CajaLosAndes debo contar con permanencia definitiva para solicitar un crédito? Soy afiliado, debo contar con permanencia definitiva para solicitar un crédito? soy afiliado,No,Muy negativo
"@CajaLosAndes  hace una semana en forma diaria (hasta el sábado), recibo una llamada del número +569 92333078. Es una grabación que se identifica como una asistente virtual de Caja Los Andes y me ofrece un crédito. Ya lo bloqueé, pero ¿cómo pueden ser tan molestos?","  hace una semana en forma diaria (hasta el sábado), recibo una llamada del número +569 92333078. es una grabación que se identifica como una asistente virtual de caja los andes y me ofrece un crédito. ya lo bloqueé, pero ¿cómo pueden ser tan molestos?",No,Muy negativo
"@CajaLosAndes @SERNAC Me llaman constantemente de caja los andes para ofrecer préstamos, mi respuesta siempre es negativa, pero insisten temprano en la mañana. Hace 3 años tengo otro empleador y por ende otra caja de compensación, pero insisten 🤦🏻‍♀️","  me llaman constantemente de caja los andes para ofrecer préstamos, mi respuesta siempre es negativa, pero insisten temprano en la mañana. hace 3 años tengo otro empleador y por ende otra caja de compensación, pero insisten 🤦🏻‍♀️",No,Negativo
"¡Queremos saber de ti! 🤩  Cuéntanos cómo organizas tu presupuesto durante el mes 💸. ¿Llevas una lista con los tus gastos? ¡Te leemos! 

Entra a https://t.co/hqT6y4q57R https://t.co/twPxttdU1X",¡queremos saber de ti! 🤩  cuéntanos cómo organizas tu presupuesto durante el mes 💸. ¿llevas una lista con los tus gastos? ¡te leemos!   entra a  ,No,Muy positivo
Sistema caído de @CajaLosAndes en preinic el bono de escolaridad de 15.000 se podra ocupar otro día?,sistema caído de  en preinic el bono de escolaridad de 15.000 se podra ocupar otro día?,No,Muy negativo
"@CajaLosAndes Me tienen ENFERMA hoy con el robot que llama y corta
ARREGLEN SU CAGÁ DE SISTEMA https://t.co/KfYE4q5fDc", me tienen enferma hoy con el robot que llama y corta arreglen su cagá de sistema ,No,Muy negativo
"RT @jeannette_jara: Junto a la Ministra @camila_vallejo 💜
Hoy entregamos sello #40Horas a :
📍@CajaLosAndes 
📍@FirstJobLatam 
📍@Detacoop

Qu…",  junto a la ministra  💜 hoy entregamos sello #40horas a : 📍@cajalosandes  📍@firstjoblatam  📍@detacoop  qu…,No,Muy negativo
"@CajaLosAndes hola, me pieden ayudar al DM por favor"," hola, me pieden ayudar al dm por favor",No,Muy negativo
"RT @veche54: @mafer_35 @Ancorosa @CajaLosAndes Las cajas d compensación son una organización para estafar al afiliado,la ley las faculta","     las cajas d compensación son una organización para estafar al afiliado,la ley las faculta",No,Neutral
"@NiKoFuNk @CMRayudaCL @RipleyChile @CajaLosAndes @ICruzBlanca @SERNAC hola, esto es real?","      hola, esto es real?",No,Muy negativo
@CajaLosAndes Jajaja aun no puedo entrar a la pagina ? Alguna explicación ? T.I. porfa q revise q pasa !!!  porq aun no puedo entrar y precisamente no es para el descuento de la entrada 🤔😒🤦‍♀️, jajaja aun no puedo entrar a la pagina ? alguna explicación ? t.i. porfa q revise q pasa !!!  porq aun no puedo entrar y precisamente no es para el descuento de la entrada 🤔😒🤦‍♀️,No,Muy negativo
"RT @jeannette_jara: Junto a la Ministra @camila_vallejo 💜
Hoy entregamos sello #40Horas a :
📍@CajaLosAndes 
📍@FirstJobLatam 
📍@Detacoop

Qu…",  junto a la ministra  💜 hoy entregamos sello #40horas a : 📍@cajalosandes  📍@firstjoblatam  📍@detacoop  qu…,No,Muy negativo
"@CajaLosAndes hola! Estoy tratando de comunicarme de manera telefónica, pero el número está fuera de servicio... necesito saber de mis licencias, me pueden ayudar por favor"," hola! estoy tratando de comunicarme de manera telefónica, pero el número está fuera de servicio... necesito saber de mis licencias, me pueden ayudar por favor",No,Muy negativo
@CajaLosAndes Y como borro la parte del numero de serie?, y como borro la parte del numero de serie?,No,Muy negativo
"MIÉRCOLES 27 DE ABRIL🔴

1a Conferencia Construyendo Región 2022 organizada por @CChCValparaiso junto a  @CajaLosAndes @mutualcchc @CousinoDuocUC y @UAI_CL 
#CrisisHídrica #EscasezDeAgua 

➡️Modalidad híbrida: Auditorio @UAI_VINA y Zoom

Inscríbete aquí👇🏻
https://t.co/UeDzcj57Ms https://t.co/4SrRsA9MRt",miércoles 27 de abril🔴  1a conferencia construyendo región 2022 organizada por  junto a     y   #crisishídrica #escasezdeagua   ➡️modalidad híbrida: auditorio  y zoom  inscríbete aquí👇🏻  ,No,Muy positivo
"IMPERDIBLE 🔴 HOY-9:00h

1a Conferencia Construyendo Región 2022 organizada por @CChCValparaiso junto a  @CajaLosAndes @mutualcchc @CousinoDuocUC y @UAI_CL 
#CrisisHídrica #EscasezDeAgua 

➡️Modalidad híbrida: Auditorio @UAI_VINA y Zoom

Inscríbete aquí👇🏻
https://t.co/UeDzcj57Ms https://t.co/ErVR7c57Ve",imperdible 🔴 hoy-9:00h  1a conferencia construyendo región 2022 organizada por  junto a     y   #crisishídrica #escasezdeagua   ➡️modalidad híbrida: auditorio  y zoom  inscríbete aquí👇🏻  ,No,Muy positivo
"RT @jeannette_jara: Junto a la Ministra @camila_vallejo 💜
Hoy entregamos sello #40Horas a :
📍@CajaLosAndes 
📍@FirstJobLatam 
📍@Detacoop

Qu…",  junto a la ministra  💜 hoy entregamos sello #40horas a : 📍@cajalosandes  📍@firstjoblatam  📍@detacoop  qu…,No,Muy negativo
@CajaLosAndes Soy afiliado activo de Caja Los Andes actualmente me encuentro con Rut vencido pero visa de residencia definitiva en trámite (tengo comprobante) como me pueden ayudar para acceder a los beneficios para mi hijo recién nacido. Ya fui a la sucursal y no tuve respuesta., soy afiliado activo de caja los andes actualmente me encuentro con rut vencido pero visa de residencia definitiva en trámite (tengo comprobante) como me pueden ayudar para acceder a los beneficios para mi hijo recién nacido. ya fui a la sucursal y no tuve respuesta.,No,Muy negativo
"RT @jeannette_jara: Junto a la Ministra @camila_vallejo 💜
Hoy entregamos sello #40Horas a :
📍@CajaLosAndes 
📍@FirstJobLatam 
📍@Detacoop

Qu…",  junto a la ministra  💜 hoy entregamos sello #40horas a : 📍@cajalosandes  📍@firstjoblatam  📍@detacoop  qu…,No,Muy negativo
"RT @CajaLosAndes: ⚠️NUEVA FECHA 👉 27 DE SEPTIEMBRE ⚠️
Corre a  https://t.co/l1EFtgd0Nw; tenemos más códigos de descuento para tu entrada al…",  ⚠️nueva fecha 👉 27 de septiembre ⚠️ corre a   tenemos más códigos de descuento para tu entrada al…,No,Muy negativo
"RT @CajaLosAndes: Antes de hacer una compra en este day piensa si realmente la necesitas 🤔💸

Sabemos que ahorrar no es fácil 👉 En alianza c…",  antes de hacer una compra en este day piensa si realmente la necesitas 🤔💸  sabemos que ahorrar no es fácil 👉 en alianza c…,No,Neutral
@CajaLosAndes ofreciendo crédito pre aprobado por página y al consultar no esta vigente. Cual es la idea?, ofreciendo crédito pre aprobado por página y al consultar no esta vigente. cual es la idea?,No,Muy negativo
"RT @swilsont: Hola, me ayudarían?

Porfa visiten https://t.co/ivw2GCjnh5 , click en ""Apoyar Idea"" y completen el breve formulario de regist…","  hola, me ayudarían?  porfa visiten  , click en ""apoyar idea"" y completen el breve formulario de regist…",No,Neutral
@CajaLosAndes buenas tardes me gustaria saber cuanto se demoran para informar las cargas al empleador y este las pague. Gracias, buenas tardes me gustaria saber cuanto se demoran para informar las cargas al empleador y este las pague. gracias,No,Positivo
"@CajaLosAndes No pidan el nro de serie, so patudos"," no pidan el nro de serie, so patudos",No,Muy negativo
"@CajaLosAndes @naxintop Llevo 5 meses enviándoles todos los datos, después de mucho logré que me atendieran y necesito que me contacte alguien con un coeficiente intelectual normal …. No pido a alguien inteligente solo normal será mucho pedir","  llevo 5 meses enviándoles todos los datos, después de mucho logré que me atendieran y necesito que me contacte alguien con un coeficiente intelectual normal …. no pido a alguien inteligente solo normal será mucho pedir",No,Muy negativo
"RT @FISUartistas: PARTICIPA POR UNA ENTRADA DOBLE Y ACOMPÁÑANOS A VIVIR UNA EXPERIENCIA “INOLVIDABLES”

30 OCTUBRE 18:00 HRS. 
ENJOY VIÑA D…",  participa por una entrada doble y acompáñanos a vivir una experiencia “inolvidables”  30 octubre 18:00 hrs.  enjoy viña d…,No,Muy positivo
@CajaLosAndes buenas  tardes  como   optener  cuenta, buenas  tardes  como   optener  cuenta,No,Positivo
"RT @jeannette_jara: Junto a la Ministra @camila_vallejo 💜
Hoy entregamos sello #40Horas a :
📍@CajaLosAndes 
📍@FirstJobLatam 
📍@Detacoop

Qu…",  junto a la ministra  💜 hoy entregamos sello #40horas a : 📍@cajalosandes  📍@firstjoblatam  📍@detacoop  qu…,No,Muy negativo
"@CajaLosAndes Hola, necesito gestionar un bono, pero no he tenido respuesta por whatsapp. Qué otro canal digital tienen para que me ayuden? Gracias"," hola, necesito gestionar un bono, pero no he tenido respuesta por whatsapp. qué otro canal digital tienen para que me ayuden? gracias",No,Muy negativo
"@CajaLosAndes me han llamado mas de 50 veces, sin contar los sms, para cobranza de una Persona que no conozco. Me dieron un numero 600 para solucionar el asunto y que dejen de fastidarme y no contestan.
Qué puedo hacer?"," me han llamado mas de 50 veces, sin contar los sms, para cobranza de una persona que no conozco. me dieron un numero 600 para solucionar el asunto y que dejen de fastidarme y no contestan. qué puedo hacer?",No,Muy negativo
@CajaLosAndes hola... Ingresé datos para el pago de la licencia... Favor informar.. Gracias, hola... ingresé datos para el pago de la licencia... favor informar.. gracias,No,Muy negativo
"@RicardoP8 @Karl31r @bizarrolivecl @daddy_yankee @puntoticket @CajaLosAndes Puedo comprar la entrada pero no tengo el código, pensé que lo daban ahí","      puedo comprar la entrada pero no tengo el código, pensé que lo daban ahí",No,Neutral
"@CajaLosAndes Hola, les dejé un mensaje. Me ayudarías"," hola, les dejé un mensaje. me ayudarías",No,Neutral
"@TamaraCasado_V @CajaLosAndes Tb podría ser pq eres una persona relativamente ""nueva"" en el sistema financiero, talvez sin muchos antecedentes comerciales (como mujer) y eso disminuye los montos de los créditos","  tb podría ser pq eres una persona relativamente ""nueva"" en el sistema financiero, talvez sin muchos antecedentes comerciales (como mujer) y eso disminuye los montos de los créditos",No,Negativo
"Comenzó la etapa de votaciones de los finalistas de TECLA, Talento Emprendedor Caja Los Andes. Todos a participar. Conocer los emprendimientos sociales que buscan impactar la vida de nuestrode más de 1 millón de personas y de nuestro planeta. https://t.co/xrGR8zAVCd https://t.co/2GFgCbtDSL","comenzó la etapa de votaciones de los finalistas de tecla, talento emprendedor caja los andes. todos a participar. conocer los emprendimientos sociales que buscan impactar la vida de nuestrode más de 1 millón de personas y de nuestro planeta.  ",No,Muy positivo
@CajaLosAndes envié mensaje por instagram me podrían ayudar por favor y por DM también 🙏, envié mensaje por instagram me podrían ayudar por favor y por dm también 🙏,No,Muy negativo
"@bowlingstar0007 @camila_vallejo @jeannette_jara @Detacoop @FirstJobLatam @CajaLosAndes Esto también es importante, si a ti no te importa cosa tuya, al resto si, bye","      esto también es importante, si a ti no te importa cosa tuya, al resto si, bye",No,Neutral
"RT @vivianacm8: En Salcobrand les piden numero de serie para descuento por la caja de los andes???
me parecio demasiado extraño, ya que sie…","  en salcobrand les piden numero de serie para descuento por la caja de los andes??? me parecio demasiado extraño, ya que sie…",No,Negativo
"@CajaLosAndes cuándo se abre el sistema de reservas online para los centros vacacionales temporada 2023? Aparece como que ya se abrirá, pero no dice fecha"," cuándo se abre el sistema de reservas online para los centros vacacionales temporada 2023? aparece como que ya se abrirá, pero no dice fecha",No,Muy negativo
@CajaLosAndes necesito porfavor un número de teléfono que funcione para poder llamar y preguntar por asignación familiar, necesito porfavor un número de teléfono que funcione para poder llamar y preguntar por asignación familiar,No,Neutral
@CajaLosAndes Abúrranse con sus mensajes robóticos jajajaja tengo mi entrada y sin su caga de dcto, abúrranse con sus mensajes robóticos jajajaja tengo mi entrada y sin su caga de dcto,No,Muy negativo
"@CajaLosAndes no entiendo por qué bajaron tanta la ayuda y valores de la caja escolar ,con 15 .ooo pesos no alcanza .gracias"," no entiendo por qué bajaron tanta la ayuda y valores de la caja escolar ,con 15 .ooo pesos no alcanza .gracias",No,Muy negativo
"@CajaLosAndes Buenos días cuantos cupones se puede descargar de la caja escolar,por que uno no gasta 15000 en útiles escolares,es más un libro me cuesta ese valor."," buenos días cuantos cupones se puede descargar de la caja escolar,por que uno no gasta 15000 en útiles escolares,es más un libro me cuesta ese valor.",No,Muy positivo
"@CajaLosAndes hola..
Al. Ingresar los datos de cuenta Rut para el. Pago de una licencia
El. Primer mensaje dice. Esta OK. Pero luego voy a revisar los datos.. Figura que no esta ingresada la información.
Corresponde a un trabajador..
4.386.627-3
Problemas de la pagina", hola.. al. ingresar los datos de cuenta rut para el. pago de una licencia el. primer mensaje dice. esta ok. pero luego voy a revisar los datos.. figura que no esta ingresada la información. corresponde a un trabajador.. 4.386.627-3 problemas de la pagina,No,Muy negativo
"En Salcobrand les piden numero de serie para descuento por la caja de los andes???
me parecio demasiado extraño, ya que siempre piden solo el rut
#Antofagasta #Salcobrand #Cajalosandes","en salcobrand les piden numero de serie para descuento por la caja de los andes??? me parecio demasiado extraño, ya que siempre piden solo el rut #antofagasta #salcobrand #cajalosandes",No,Negativo
@CajaLosAndes no he podido descargar el formulario de solicitud de extinción de carga familiar? https://t.co/eHt2z05oeM, no he podido descargar el formulario de solicitud de extinción de carga familiar? ,No,Muy negativo
"@CajaLosAndes Necesito que me saquen de la base de dato, si quieren me hablan por DM, es increíble las veces que llaman, hoy ya sume 3 llamados más https://t.co/ZxDiymZ2bf"," necesito que me saquen de la base de dato, si quieren me hablan por dm, es increíble las veces que llaman, hoy ya sume 3 llamados más ",No,Muy positivo
@Jota_q @CajaLosAndes La ley los faculta para descontar de tu liquidación la plata,  la ley los faculta para descontar de tu liquidación la plata,No,Muy negativo
"¡HOY JUEGA LA U! 🤘⠀
⠀
La @udechilefemenino recibe a Puerto Montt por la décima fecha del torneo #CajaLosAndes 🏆 

Todos los detalles del partido los tendrás en la transmisión de LaMagiaAzul 📲⠀
⠀
¡VAMOS BULLA!⠀
⠀
#VamosLaU 🤘⠀
#LaMagiaAzul 🔵🔴 https://t.co/xR4anSNj34",¡hoy juega la u! 🤘⠀ ⠀ la  recibe a puerto montt por la décima fecha del torneo #cajalosandes 🏆   todos los detalles del partido los tendrás en la transmisión de lamagiaazul 📲⠀ ⠀ ¡vamos bulla!⠀ ⠀ #vamoslau 🤘⠀ #lamagiaazul 🔵🔴 ,No,Muy negativo
"RT @UAI_VINA: ¿Te inscribiste? 🔴

2a Conferencia 2022 #ConstruyendoRegión

Miércoles 26 octubre | 09:00 h.
Centro de Extensión @CousinoDuoc…",  ¿te inscribiste? 🔴  2a conferencia 2022 #construyendoregión  miércoles 26 octubre | 09:00 h. centro de extensión ,No,Muy negativo
@CajaLosAndes hola...me pueden ayudar con un requerimiento por licencia médica ??, hola...me pueden ayudar con un requerimiento por licencia médica ??,No,Muy negativo
"@CajaLosAndes Quiero funarlos por mentirosos... cumplí con los requisitos que me solicitaron, me enviaron ustedes este e-mail el dia martes 19 de Julio... el pago aún no se ha efectuado. COMPIN autorizó el pago y ustedes se niegan. Gracias por su atención, en lo que vale... https://t.co/BvEsg3Y39x"," quiero funarlos por mentirosos... cumplí con los requisitos que me solicitaron, me enviaron ustedes este e-mail el dia martes 19 de julio... el pago aún no se ha efectuado. compin autorizó el pago y ustedes se niegan. gracias por su atención, en lo que vale... ",No,Muy negativo
"RT @jeannette_jara: Junto a la Ministra @camila_vallejo 💜
Hoy entregamos sello #40Horas a :
📍@CajaLosAndes 
📍@FirstJobLatam 
📍@Detacoop

Qu…",  junto a la ministra  💜 hoy entregamos sello #40horas a : 📍@cajalosandes  📍@firstjoblatam  📍@detacoop  qu…,No,Muy negativo
"RT @jeannette_jara: Junto a la Ministra @camila_vallejo 💜
Hoy entregamos sello #40Horas a :
📍@CajaLosAndes 
📍@FirstJobLatam 
📍@Detacoop

Qu…",  junto a la ministra  💜 hoy entregamos sello #40horas a : 📍@cajalosandes  📍@firstjoblatam  📍@detacoop  qu…,No,Muy negativo
@CajaLosAndes Alameda con Dn. Diego.  Pregunto...estamos con aforo que nos tienen en la calle?, alameda con dn. diego.  pregunto...estamos con aforo que nos tienen en la calle?,No,Muy negativo
"Que pasa con uds. 
No contestan los WhatsApp y me dan información que no sirve.
Hay alguna instanciadonde esta caja otorguede verdad beneficios?? @CajaLosAndes",que pasa con uds.  no contestan los whatsapp y me dan información que no sirve. hay alguna instanciadonde esta caja otorguede verdad beneficios?? ,No,Muy negativo
@CajaLosAndes tengo una licencia medica por covid de 4 días y otra de 2 otorgada por la seremi de la cual solo me pagaron 1 día....me pueden ayudar por favor @compin, tengo una licencia medica por covid de 4 días y otra de 2 otorgada por la seremi de la cual solo me pagaron 1 día....me pueden ayudar por favor ,No,Muy negativo
@CajaLosAndes necesito ayuda con los documentos requeridos para una licencia (liquidación y certificado) estos fueron subidos a su sistema y no me los validan!! Donde puedo recurrir ?, necesito ayuda con los documentos requeridos para una licencia (liquidación y certificado) estos fueron subidos a su sistema y no me los validan!! donde puedo recurrir ?,No,Muy negativo
"@CajaLosAndes hasta cuándo la pág se cae o sigue con problemas,desde el jueves intentando subir documentos y cuenta para el pago de una licencia medica,ya parece un chiste que no halla alguna respuesta o alguna solución,hasta cuándo? https://t.co/NgBE8QcMS7"," hasta cuándo la pág se cae o sigue con problemas,desde el jueves intentando subir documentos y cuenta para el pago de una licencia medica,ya parece un chiste que no halla alguna respuesta o alguna solución,hasta cuándo? ",No,Muy negativo
"RT @FTMovistarCL: 👏 ¡Llevamos nuestras experiencias educativas a otro nivel!

📲 Campus Fundación Telefónica Movistar ahora trabaja con @Caj…",  👏 ¡llevamos nuestras experiencias educativas a otro nivel!  📲 campus fundación telefónica movistar ahora trabaja con ,No,Muy positivo
@Explicandopara1 @PachaMull @JosAndrsMurillo @CajaLosAndes No es por la cta rut   Para tener clave unica tienes q tener tu serie del rut   Todos los trámites se pueden hacer con esa info en el estado,    no es por la cta rut   para tener clave unica tienes q tener tu serie del rut   todos los trámites se pueden hacer con esa info en el estado,No,Muy negativo
"RT @FISUartistas: PARTICIPA POR UNA ENTRADA DOBLE Y ACOMPÁÑANOS A VIVIR UNA EXPERIENCIA “INOLVIDABLES”

30 OCTUBRE 18:00 HRS. 
ENJOY VIÑA D…",  participa por una entrada doble y acompáñanos a vivir una experiencia “inolvidables”  30 octubre 18:00 hrs.  enjoy viña d…,No,Muy positivo
